;user_id;questions_135556_what_is_your_gender;questions_135557_how_old_are_you;LSM_group1;questions_135613_who_do_you_share_your_home_with;questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with;questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply;questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3;questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways;questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily;questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us;questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply;questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply;questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
2544;5923847360;Female;18-24;Medium;"[""Partner / spouse""]";3;"[""Meditation / positive mindset methods""]";"[""To manage a health / medical condition""]";"[""Low cholesterol""]";"[""Checking / reading the ingredients in food / drink products""]";Twice a week;"[""Walking""]";"[""Have a bath""]";"[""Watching TV""]"
2552;2807849352;Female;45+;High;"[""Partner / spouse"", ""Children over 18 years old""]";3;"[""Make sure I get enough sleep"", ""Exercise regularly"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Eat healthily""]";"[""To manage a health / medical condition"", ""Prevent health conditions in later life"", ""To improve brain function/ memory""]";"[""Flexitarian: eat meat but control the amount eaten"", ""Low salt"", ""Low sugar""]";"[""Trying to have a variety of colors on my plate"", ""Checking / reading the ingredients in food / drink products"", ""Making an effort to find healthy recipes"", ""Eating out / ordering takeout less frequently"", ""Cooking more meals at home""]";3+ times a week;"[""Walking""]";"[""No, none of these""]";"[""No, none of these""]"
2555;1667977490;Male;25-34;High;"[""Parents"", ""Other family members""]";4;"[""Stay hydrated"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Exercise regularly""]";"[""Prevent health conditions in later life"", ""To make the most of treats / indulgent moments"", ""To lose / manage my weight""]";"[""None of the above""]";"[""Intermittent fasting"", ""Eating dessert less often"", ""Watching the size of my portions"", ""Snacking less often""]";Twice a week;"[""Cardio / Aerobics / Water aerobics"", ""Walking""]";"[""No, none of these""]";"[""No, none of these""]"
2559;896322156;Female;18-24;Medium;"[""Partner / spouse"", ""Children under 18 years old"", ""Parents""]";5+;"[""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Taking time to relax""]";"[""To make the most of treats / indulgent moments"", ""Feeling good about myself"", ""Prevent health conditions in later life""]";"[""Flexitarian: eat meat but control the amount eaten"", ""High protein""]";"[""Eating out at places that have healthy options available"", ""Filling half my plate with vegetables"", ""Cooking more meals at home""]";3+ times a week;"[""Weights"", ""Yoga/Pilates""]";"[""Have warm milk""]";"[""No, none of these""]"
2562;6156120012;Male;18-24;Low;"[""Partner / spouse""]";3;"[""Eat healthily"", ""Stress control methods"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep""]";"[""To make the most out of/enjoy life"", ""To support my family"", ""To improve my sleep""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Cooking more meals at home""]";Few times a month;"[""Weights"", ""Running""]";"[""Have a bath""]";"[""Watching TV""]"
2564;7296548658;Female;35-44;Medium;"[""Partner / spouse""]";2;"[""Make sure I get enough sleep"", ""Stress control methods"", ""Stay hydrated"", ""Drink lots of water / fluids"", ""Taking time to relax"", ""Eat healthily"", ""Meditation / positive mindset methods""]";"[""Prevent health conditions in later life"", ""To make the most out of/enjoy life"", ""Feeling good about myself""]";"[""None of the above""]";"[""Making an effort to find healthy recipes"", ""Snacking less often"", ""Eating dessert less often"", ""Eating out / ordering takeout less frequently"", ""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate"", ""Cooking more meals at home"", ""Watching the size of my portions"", ""Intermittent fasting"", ""Counting / tracking calories""]";Once a week;"[""Cycling"", ""Aerobics"", ""Yoga/Pilates""]";"[""Have a bath""]";"[""Heavy meal"", ""Caffeine""]"
2565;1147390;Female;18-24;High;"[""Parents""]";4;"[""Drink lots of water / fluids"", ""Eat healthily"", ""Taking time to relax"", ""Stay hydrated""]";"[""Have more energy"", ""To make the most out of/enjoy life"", ""To support my family""]";"[""Low sugar"", ""Low calorie"", ""High protein"", ""Low salt"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Checking nutritional value of the food / drink I purchase""]";3+ times a week;"[""Running"", ""Yoga/Pilates"", ""Weights""]";"[""Have a bath"", ""Have herbal tea""]";"[""Heavy meal""]"
2567;77019432;Male;18-24;High;"[""Parents""]";4;"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Eat healthily"", ""Exercise regularly"", ""Make sure I get enough sleep""]";"[""To manage a health / medical condition"", ""Feeling good about myself"", ""Prevent health conditions in later life""]";"[""Specific diet - specify"", ""High protein""]";"[""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories"", ""Eating out at places that have healthy options available""]";3+ times a week;"[""Cycling"", ""Walking"", ""Running""]";"[""No, none of these""]";"[""Browsing on my cell phone / tablet""]"
2570;2823757055;Male;18-24;Medium;"[""Parents""]";2;"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Eat healthily""]";"[""To support my family"", ""Have more energy"", ""To improve brain function/ memory""]";"[""Vegan: eat no meat, fish, or dairy""]";"[""Counting / tracking calories"", ""Snacking less often""]";Less often;;"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Alcohol"", ""Heavy meal"", ""Checking emails"", ""Caffeine""]"
2576;1600006960;Female;25-34;Medium;"[""Children over 18 years old"", ""Parents""]";5+;"[""Stay hydrated"", ""Make sure I get enough sleep""]";"[""Feeling good about myself"", ""To improve my sleep""]";"[""Vegetarian: eat no meat or fish""]";"[""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Making an effort to find healthy recipes"", ""Snacking less often""]";Less often;;"[""Have warm milk""]";"[""Caffeine""]"
2580;7485055358;Female;25-34;High;"[""Partner / spouse"", ""Children under 18 years old"", ""Other family members""]";4;"[""Eat healthily"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Stay hydrated""]";"[""To make the most out of/enjoy life"", ""To improve my sleep"", ""To lose / manage my weight""]";"[""Other - specify"", ""Other""]";"[""Shopping at places that have a wide selection of healthy options"", ""Eating dessert less often"", ""Filling half my plate with vegetables"", ""Watching the size of my portions"", ""Doing a cleanse"", ""Intermittent fasting""]";Twice a week;"[""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Other""]";"[""Remove screens from bedrooms e.g. TV, cell phone"", ""Have warm milk""]";"[""Heavy meal"", ""Caffeine""]"
2582;3413474315;Male;18-24;High;"[""Parents"", ""Other family members""]";3;"[""Stay hydrated"", ""Taking time to relax""]";"[""To lose / manage my weight""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Eating dessert less often"", ""Snacking less often""]";Few times a month;"[""Walking"", ""Swimming""]";"[""No, none of these""]";"[""Heavy meal""]"
2595;5166228600;Female;35-44;Medium;"[""Other family members""]";2;"[""Stay hydrated"", ""Exercise regularly"", ""Stress control methods"", ""Meditation / positive mindset methods"", ""Eat healthily"", ""Drink lots of water / fluids""]";"[""To manage a health / medical condition"", ""To make the most out of/enjoy life"", ""Prevent health conditions in later life""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Watching the size of my portions""]";Once a week;"[""Other""]";"[""Have warm milk"", ""Have herbal tea"", ""Have a bath""]";"[""Caffeine"", ""Alcohol""]"
2596;6837902520;Male;45+;High;"[""Partner / spouse"", ""Children under 18 years old""]";3;"[""Exercise regularly"", ""Taking time to relax"", ""Eat healthily""]";"[""To improve brain function/ memory"", ""To make the most of treats / indulgent moments"", ""To support my family""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Eating dessert less often""]";3+ times a week;"[""Strength training"", ""Weights""]";"[""Have a bath""]";"[""Caffeine"", ""Heavy meal"", ""Browsing on my cell phone / tablet""]"
2601;6545071512;Female;18-24;Low;"[""Other family members""]";4;"[""Meditation / positive mindset methods"", ""Exercise regularly"", ""Eat healthily"", ""Stress control methods"", ""Make sure I get enough sleep""]";"[""To improve my sleep""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Cooking more meals at home""]";Never;;"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Browsing on my cell phone / tablet""]"
2611;7516429977;Male;45+;Medium;"[""I live alone""]";1;"[""Meditation / positive mindset methods"", ""Make sure I get enough sleep"", ""Stress control methods"", ""Eat healthily"", ""Stay hydrated"", ""Exercise regularly"", ""Take vitamin / other supplements""]";"[""Prevent health conditions in later life"", ""To improve my sleep"", ""To improve brain function/ memory""]";"[""Pescatarian: eat fish, but no meat""]";"[""Watching the size of my portions"", ""Filling half my plate with vegetables""]";3+ times a week;"[""Running"", ""Walking""]";"[""Meditate""]";"[""Caffeine"", ""Alcohol""]"
2615;8468989008;Male;25-34;Low;"[""Parents""]";3;"[""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Make sure I get enough sleep""]";"[""To improve brain function/ memory"", ""To live longer"", ""To manage a health / medical condition""]";"[""Pescatarian: eat fish, but no meat"", ""Organic""]";"[""Checking nutritional value of the food / drink I purchase""]";3+ times a week;"[""Walking""]";"[""No, none of these""]";"[""Watching TV""]"
2624;5306999800;Female;25-34;High;"[""Parents""]";4;"[""Exercise regularly"", ""Taking time to relax"", ""Stress control methods"", ""Make sure I get enough sleep"", ""Take vitamin / other supplements""]";"[""Feeling good about myself"", ""To lose / manage my weight"", ""To make the most out of/enjoy life""]";"[""Keto"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""High protein""]";"[""Eating dessert less often"", ""Snacking less often"", ""Watching the size of my portions""]";Twice a week;"[""Running""]";"[""Other""]";"[""Caffeine"", ""Heavy meal""]"
2637;7466456282;Male;18-24;Medium;"[""Parents"", ""Other family members""]";4;"[""Drink lots of water / fluids"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Taking time to relax"", ""Exercise regularly""]";"[""Have more energy"", ""To support my family"", ""To set a good example for my family""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Eating out / ordering takeout less frequently""]";3+ times a week;"[""Walking""]";"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Browsing on my cell phone / tablet""]"
2639;6156456864;Female;25-34;High;"[""Parents""]";4;"[""Take vitamin / other supplements""]";"[""To lose / manage my weight""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar"", ""Paleo""]";"[""Counting / tracking calories"", ""Checking / reading the ingredients in food / drink products"", ""Eating dessert less often""]";Twice a week;"[""Aerobics"", ""Strength training"", ""Yoga/Pilates""]";"[""Other""]";"[""Heavy meal""]"
2642;5231294690;Female;35-44;High;"[""Parents""]";5+;"[""Taking time to relax"", ""Meditation / positive mindset methods"", ""Make sure I get enough sleep"", ""Eat healthily"", ""Stress control methods"", ""Exercise regularly"", ""Drink lots of water / fluids"", ""Stay hydrated"", ""Take vitamin / other supplements""]";"[""Prevent health conditions in later life"", ""To make the most out of/enjoy life"", ""To make the most of treats / indulgent moments""]";"[""None of the above""]";"[""Shopping at places that have a wide selection of healthy options"", ""Eating dessert less often"", ""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate""]";Few times a month;"[""Aerobics"", ""Walking"", ""Cycling""]";"[""Meditate"", ""Have a bath"", ""Have warm milk""]";"[""Heavy meal"", ""Caffeine""]"
2658;6448563359;Male;18-24;Medium;"[""Parents""]";4;"[""Meditation / positive mindset methods""]";"[""To improve brain function/ memory"", ""To support my family"", ""To set a good example for my family""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Filling half my plate with vegetables""]";3+ times a week;"[""Strength training""]";"[""Meditate""]";"[""Watching TV""]"
2673;5191870464;Female;25-34;High;"[""Partner / spouse""]";3;"[""Stress control methods"", ""Make sure I get enough sleep"", ""Taking time to relax""]";"[""To support my family"", ""To lose / manage my weight"", ""Feeling good about myself""]";"[""Keto"", ""Low calorie""]";"[""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate"", ""Cooking more meals at home"", ""Snacking less often""]";Once a week;"[""Running"", ""Cycling""]";"[""Have a malted milk drink""]";"[""Browsing on my cell phone / tablet"", ""Heavy meal""]"
2674;6183017504;Male;45+;Medium;"[""Partner / spouse""]";3;"[""Taking time to relax"", ""Exercise regularly""]";"[""To improve brain function/ memory"", ""To improve my sleep"", ""To manage a health / medical condition""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal""]";"[""Intermittent fasting"", ""Doing a cleanse"", ""Checking / reading the ingredients in food / drink products""]";Twice a week;"[""Walking"", ""Cycling"", ""Running""]";"[""Have warm milk"", ""Have herbal tea""]";"[""Heavy meal"", ""Alcohol""]"
2689;8505423888;Female;25-34;Medium;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Stress control methods""]";"[""Prevent health conditions in later life"", ""To make the most out of/enjoy life"", ""To set a good example for my family""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Intermittent fasting"", ""Cooking more meals at home"", ""Doing a cleanse"", ""Watching the size of my portions""]";Twice a week;"[""Strength training"", ""Walking""]";"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Heavy meal""]"
2696;6159095280;Male;35-44;Medium;"[""I live alone""]";1;"[""Taking time to relax""]";"[""Prevent health conditions in later life"", ""To manage a health / medical condition"", ""To lose / manage my weight""]";"[""Dairy free""]";"[""Watching the size of my portions""]";Few times a month;"[""Running""]";"[""No, none of these""]";"[""Caffeine"", ""Alcohol""]"
2717;6541852016;Female;35-44;Medium;"[""Children under 18 years old""]";4;"[""Taking time to relax"", ""Exercise regularly"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements"", ""Make sure I get enough sleep""]";"[""To make the most of treats / indulgent moments"", ""To set a good example for my family"", ""Have more energy""]";"[""Low cholesterol""]";"[""Checking / reading the ingredients in food / drink products"", ""Cooking more meals at home""]";Once a week;"[""Walking"", ""Swimming""]";"[""Remove screens from bedrooms e.g. TV, cell phone"", ""Have a bath""]";"[""No, none of these""]"
2731;1143331525;Female;25-34;High;"[""Partner / spouse""]";3;"[""Stress control methods"", ""Meditation / positive mindset methods"", ""Make sure I get enough sleep"", ""Exercise regularly"", ""Drink lots of water / fluids"", ""Taking time to relax"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Stay hydrated""]";"[""Specific event (e.g. holiday, wedding)"", ""To improve brain function/ memory"", ""Prevent health conditions in later life""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Dairy free"", ""Flexitarian: eat meat but control the amount eaten"", ""Gluten / wheat free"", ""Halal"", ""High protein"", ""Low sugar"", ""Low cholesterol"", ""Organic"", ""Specific diet""]";"[""Filling half my plate with vegetables"", ""Making an effort to find healthy recipes"", ""Intermittent fasting"", ""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Doing a cleanse"", ""Checking / reading the ingredients in food / drink products""]";Few times a month;"[""Cycling"", ""Yoga/Pilates""]";"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Caffeine"", ""Alcohol""]"
2736;1146255615;Male;25-34;High;"[""Partner / spouse""]";4;"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Stay hydrated""]";"[""To improve my sleep"", ""To set a good example for my family"", ""Prevent health conditions in later life""]";"[""High protein"", ""Gluten / wheat free"", ""Keto""]";"[""Cooking more meals at home"", ""Filling half my plate with vegetables"", ""Eating dessert less often""]";Less often;;"[""Have a bath"", ""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Watching TV"", ""Browsing on my cell phone / tablet""]"
2738;1491458112;Male;25-34;Medium;"[""Partner / spouse"", ""Children under 18 years old""]";5+;"[""Stay hydrated"", ""Stress control methods"", ""Taking time to relax"", ""Drink lots of water / fluids""]";"[""Feeling good about myself"", ""To support my family"", ""To set a good example for my family""]";"[""None of the above""]";"[""Checking / reading the ingredients in food / drink products"", ""Watching the size of my portions"", ""Eating dessert less often""]";Less often;;"[""No, none of these""]";"[""No, none of these""]"
2739;2066025678;Female;35-44;Medium;"[""Partner / spouse"", ""Children under 18 years old""]";3;"[""Drink lots of water / fluids"", ""Stress control methods"", ""Make sure I get enough sleep"", ""Exercise regularly"", ""Stay hydrated"", ""Meditation / positive mindset methods"", ""Take vitamin / other supplements""]";"[""Prevent health conditions in later life"", ""To set a good example for my family"", ""To lose / manage my weight""]";"[""Low calorie"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low / zero carb"", ""Low sugar"", ""Flexitarian: eat meat but control the amount eaten"", ""Low salt""]";"[""Making an effort to find healthy recipes"", ""Eating out / ordering takeout less frequently"", ""Snacking less often"", ""Shopping at places that have a wide selection of healthy options"", ""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Doing a cleanse"", ""Watching the size of my portions"", ""Other""]";Once a week;"[""Circuit training/ HIIT"", ""Cardio / Aerobics / Water aerobics""]";"[""No, none of these""]";"[""No, none of these""]"
2741;1069473965;Male;35-44;Medium;"[""Children under 18 years old"", ""Children over 18 years old"", ""Parents""]";4;"[""Drink lots of water / fluids"", ""Eat healthily"", ""Exercise regularly"", ""Taking time to relax"", ""Stress control methods"", ""Make sure I get enough sleep"", ""Take vitamin / other supplements""]";"[""To manage a health / medical condition"", ""Have more energy"", ""To set a good example for my family""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Flexitarian: eat meat but control the amount eaten"", ""Halal"", ""High protein"", ""Low salt""]";"[""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions""]";Once a week;"[""Spinning"", ""Cycling"", ""Running""]";"[""Have warm milk"", ""Have a bath""]";"[""Heavy meal"", ""Caffeine"", ""Alcohol""]"
2765;4906562444;Male;35-44;Medium;"[""Other family members""]";4;"[""Exercise regularly"", ""Drink lots of water / fluids"", ""Taking time to relax"", ""Eat healthily"", ""Make sure I get enough sleep""]";"[""To lose / manage my weight"", ""To set a good example for my family"", ""Have more energy""]";"[""None of the above""]";"[""Watching the size of my portions""]";Once a week;"[""Cycling""]";"[""No, none of these""]";"[""No, none of these""]"
2769;7124684292;Female;25-34;High;"[""Parents""]";4;"[""Drink lots of water / fluids""]";"[""Prevent health conditions in later life"", ""To make the most out of/enjoy life"", ""To improve brain function/ memory""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Shopping at places that have a wide selection of healthy options""]";Less often;;"[""No, none of these""]";"[""No, none of these""]"
2786;6782022960;Female;18-24;Medium;"[""Parents""]";5+;"[""Eat healthily""]";"[""To set a good example for my family"", ""Feeling good about myself"", ""Have more energy""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Snacking less often"", ""Watching the size of my portions""]";Less often;;"[""Have a bath""]";"[""Browsing on my cell phone / tablet""]"
2794;7218270924;Female;18-24;Medium;"[""Parents""]";4;"[""Taking time to relax""]";"[""To improve brain function/ memory"", ""To improve my sleep"", ""To manage a health / medical condition""]";"[""None of the above""]";"[""Cooking more meals at home""]";Less often;;"[""No, none of these""]";"[""No, none of these""]"
2812;5772355848;Female;25-34;High;"[""Parents"", ""Other family members""]";4;"[""Take vitamin / other supplements"", ""Make sure I get enough sleep"", ""Meditation / positive mindset methods""]";"[""Have more energy"", ""To live longer"", ""To make the most out of/enjoy life""]";"[""None of the above""]";"[""Snacking less often""]";Once a week;"[""Walking""]";"[""No, none of these""]";"[""Heavy meal""]"
2825;6227364192;Female;18-24;Medium;"[""Parents""]";4;"[""Drink lots of water / fluids"", ""Eat healthily""]";"[""Prevent health conditions in later life"", ""To improve my sleep"", ""To live longer""]";"[""Organic""]";"[""Cooking more meals at home"", ""Making an effort to find healthy recipes""]";Less often;;"[""Have a malted milk drink"", ""Have warm milk"", ""Take herbal supplements""]";"[""Alcohol""]"
2842;6657436000;Male;18-24;Medium;"[""Partner / spouse""]";4;"[""Exercise regularly"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids""]";"[""To live longer"", ""Have more energy"", ""To improve my sleep""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Cooking more meals at home"", ""Eating dessert less often"", ""Watching the size of my portions"", ""Shopping at places that have a wide selection of healthy options""]";3+ times a week;"[""Running"", ""Swimming""]";"[""Have a malted milk drink"", ""Have a bath""]";"[""Caffeine"", ""Alcohol""]"
2844;5273531100;Female;18-24;High;"[""Partner / spouse""]";2;"[""Meditation / positive mindset methods"", ""Exercise regularly"", ""Eat healthily""]";"[""To improve brain function/ memory"", ""To manage a health / medical condition"", ""To live longer""]";"[""Specific diet""]";"[""Checking nutritional value of the food / drink I purchase"", ""Eating dessert less often""]";Twice a week;"[""Walking"", ""Running""]";"[""Have a bath"", ""Have warm milk"", ""Meditate""]";"[""Heavy meal"", ""Alcohol""]"
2856;6776107275;Male;18-24;Medium;"[""Parents""]";3;"[""Exercise regularly"", ""Drink lots of water / fluids"", ""Eat healthily""]";"[""To lose / manage my weight"", ""To live longer""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Intermittent fasting"", ""Eating dessert less often"", ""Watching the size of my portions"", ""Counting / tracking calories"", ""Snacking less often""]";Twice a week;"[""Weights""]";"[""Have a bath""]";"[""Heavy meal"", ""Caffeine""]"
2885;2769182428;Female;45+;Medium;"[""Partner / spouse"", ""Children under 18 years old"", ""Children over 18 years old""]";4;"[""Stay hydrated"", ""Stress control methods"", ""Taking time to relax"", ""Exercise regularly"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Make sure I get enough sleep""]";"[""To make the most out of/enjoy life"", ""To live longer"", ""Feeling good about myself""]";"[""Low salt"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Eating out at places that have healthy options available"", ""Checking / reading the ingredients in food / drink products"", ""Cooking more meals at home"", ""Trying to have a variety of colors on my plate""]";3+ times a week;"[""Yoga/Pilates"", ""Running""]";"[""Have a bath""]";"[""Caffeine"", ""Alcohol""]"
2903;658835431;Female;35-44;High;"[""I live alone""]";1;"[""Exercise regularly"", ""Eat healthily"", ""Meditation / positive mindset methods"", ""Taking time to relax"", ""Stress control methods"", ""Take vitamin / other supplements"", ""Drink lots of water / fluids""]";"[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To live longer""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Flexitarian: eat meat but control the amount eaten"", ""Keto""]";"[""Checking / reading the ingredients in food / drink products"", ""Filling half my plate with vegetables"", ""Making an effort to find healthy recipes""]";3+ times a week;"[""Aerobics""]";"[""Have warm milk""]";"[""Alcohol"", ""Heavy meal""]"
2907;1905675734;Female;18-24;Medium;"[""Parents""]";5+;"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep"", ""Stress control methods"", ""Eat healthily"", ""Exercise regularly""]";"[""To improve brain function/ memory"", ""Have more energy"", ""To make the most of treats / indulgent moments""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Intermittent fasting""]";Few times a month;"[""Running""]";"[""Have warm milk"", ""Meditate""]";"[""Alcohol"", ""Watching TV""]"
2916;6203885985;Other;18-24;High;"[""Friends / Roommates""]";5+;"[""Eat healthily"", ""Take vitamin / other supplements"", ""Taking time to relax""]";"[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To improve brain function/ memory""]";"[""High protein"", ""Keto"", ""Low sugar"", ""Specific diet""]";"[""Cooking more meals at home"", ""Shopping at places that have a wide selection of healthy options"", ""Checking nutritional value of the food / drink I purchase"", ""Checking / reading the ingredients in food / drink products""]";Twice a week;"[""Running""]";"[""No, none of these"", ""Other""]";"[""Caffeine""]"
2919;2730449126;Male;35-44;Low;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Drink lots of water / fluids"", ""Stay hydrated""]";"[""To live longer"", ""To lose / manage my weight""]";"[""Low salt""]";"[""Eating dessert less often"", ""Watching the size of my portions""]";Few times a month;"[""Walking""]";"[""No, none of these""]";"[""No, none of these""]"
2921;8035093200;Female;25-34;Medium;"[""Other family members""]";5+;"[""Taking time to relax"", ""Stress control methods""]";"[""To live longer"", ""Prevent health conditions in later life"", ""To support my family""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Watching the size of my portions"", ""Eating dessert less often""]";Never;;"[""No, none of these""]";"[""Browsing on my cell phone / tablet""]"
2937;5236845600;Female;18-24;High;"[""Children under 18 years old"", ""Parents"", ""Other family members""]";5+;"[""Make sure I get enough sleep"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements"", ""Eat healthily""]";"[""Have more energy"", ""To lose / manage my weight"", ""To manage a health / medical condition""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Snacking less often""]";Twice a week;"[""Walking"", ""Cycling"", ""Running"", ""Cardio / Aerobics / Water aerobics"", ""Weights""]";"[""No, none of these""]";"[""Heavy meal""]"
2964;5049788697;Female;25-34;Medium;"[""Parents""]";3;"[""Stress control methods"", ""Take vitamin / other supplements"", ""Exercise regularly"", ""Make sure I get enough sleep"", ""Eat healthily"", ""Drink lots of water / fluids""]";"[""To make the most of treats / indulgent moments"", ""To manage a health / medical condition"", ""To set a good example for my family""]";"[""Halal"", ""Low sugar"", ""Low calorie"", ""Low cholesterol"", ""Organic""]";"[""Making an effort to find healthy recipes"", ""Shopping at places that have a wide selection of healthy options"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase""]";Once a week;"[""Running""]";"[""No, none of these""]";"[""Browsing on my cell phone / tablet""]"
2968;5038811955;Male;35-44;Medium;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Eat healthily"", ""Exercise regularly""]";"[""To live longer"", ""To set a good example for my family"", ""Prevent health conditions in later life""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal""]";"[""Filling half my plate with vegetables"", ""Shopping at places that have a wide selection of healthy options"", ""Checking nutritional value of the food / drink I purchase""]";Once a week;"[""Other""]";"[""No, none of these""]";"[""Alcohol"", ""Watching TV""]"
2972;8148134320;Female;45+;High;"[""Partner / spouse""]";2;"[""Meditation / positive mindset methods"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Eat healthily"", ""Exercise regularly""]";"[""To live longer"", ""Have more energy"", ""Prevent health conditions in later life""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Eating dessert less often"", ""Watching the size of my portions"", ""Snacking less often"", ""Filling half my plate with vegetables""]";3+ times a week;"[""Aerobics""]";"[""No, none of these""]";"[""Heavy meal"", ""Alcohol"", ""Caffeine""]"
