,user_id,questions_135556_what_is_your_gender,questions_135557_how_old_are_you,LSM_group1,questions_135613_who_do_you_share_your_home_with,questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with,questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply,questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3,questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways,questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily,questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us,questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply,questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply,questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
1934,551159232.0,Female,25-34,Medium,"[""Partner / spouse""]",3,"[""Taking time to relax"", ""Stay hydrated"", ""Make sure I get enough sleep"", ""Take vitamin / other supplements""]","[""To support my family"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Organic""]","[""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products"", ""Filling half my plate with vegetables""]",Once a week,"[""Hiking""]","[""Take herbal supplements""]","[""Caffeine"", ""Heavy meal""]"
1935,8087346174.0,Male,45+,Medium,"[""I live alone""]",1,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Taking time to relax""]","[""Feeling good about myself"", ""To lose / manage my weight"", ""Prevent health conditions in later life""]","[""None of the above""]","[""Snacking less often"", ""Filling half my plate with vegetables""]",3+ times a week,"[""Strength training"", ""Walking"", ""Weights""]","[""No, none of these""]","[""Caffeine""]"
1937,11027856.0,Female,35-44,Medium,"[""Children under 18 years old"", ""Children over 18 years old"", ""Partner / spouse""]",5+,"[""Taking time to relax"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Exercise regularly""]","[""Prevent health conditions in later life"", ""Feeling good about myself"", ""To set a good example for my family""]","[""None of the above""]","[""Making an effort to find healthy recipes"", ""Snacking less often""]",Twice a week,"[""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Walking"", ""Cycling""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
1938,5882716482.0,Male,18-24,Medium,"[""Parents""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily""]","[""Feeling good about myself"", ""To lose / manage my weight"", ""To make the most of treats / indulgent moments""]","[""High protein"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low / zero carb""]","[""Checking / reading the ingredients in food / drink products"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Intermittent fasting""]",3+ times a week,"[""Weights""]","[""No, none of these""]","[""Heavy meal""]"
1939,6153201510.0,Male,25-34,High,"[""Other family members""]",5+,"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Exercise regularly""]","[""Feeling good about myself"", ""To support my family"", ""Have more energy""]","[""Organic"", ""Gluten / wheat free"", ""Low cholesterol""]","[""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Doing a cleanse""]",Once a week,"[""Running""]","[""Have a bath"", ""Remove screens from bedrooms e.g. TV, cell phone""]","[""Caffeine"", ""Heavy meal"", ""Browsing on my cell phone / tablet"", ""Watching TV""]"
1940,7130772560.0,Female,35-44,High,"[""Partner / spouse""]",2,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To improve brain function/ memory"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Flexitarian: eat meat but control the amount eaten"", ""Pescatarian: eat fish, but no meat"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Shopping at places that have a wide selection of healthy options"", ""Making an effort to find healthy recipes""]",3+ times a week,"[""Running""]","[""Have a bath"", ""Meditate"", ""Remove screens from bedrooms e.g. TV, cell phone"", ""Have warm milk""]","[""Heavy meal""]"
1946,13260104.0,Female,35-44,High,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Taking time to relax"", ""Eat healthily""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Shopping at places that have a wide selection of healthy options"", ""Eating out / ordering takeout less frequently"", ""Filling half my plate with vegetables"", ""Cooking more meals at home""]",3+ times a week,"[""Walking"", ""Aerobics""]","[""Have warm milk""]","[""Browsing on my cell phone / tablet""]"
1957,4553443164.0,Male,18-24,High,"[""I live alone""]",1,"[""Drink lots of water / fluids"", ""Exercise regularly""]","[""To make the most out of/enjoy life"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories""]",3+ times a week,"[""Circuit training/ HIIT"", ""Cardio / Aerobics / Water aerobics"", ""Strength training""]","[""Have a bath""]","[""Caffeine""]"
1960,2825804544.0,Male,45+,High,"[""Partner / spouse""]",3,"[""Eat healthily"", ""Stay hydrated"", ""Exercise regularly"", ""Stress control methods""]","[""To make the most out of/enjoy life"", ""To lose / manage my weight"", ""To improve my sleep""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Cooking more meals at home""]",Twice a week,"[""Hiking"", ""Swimming""]","[""Have a bath"", ""Have herbal tea""]","[""Heavy meal""]"
1961,1487497770.0,Female,25-34,High,"[""Children under 18 years old"", ""Parents""]",5+,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To lose / manage my weight"", ""To make the most of treats / indulgent moments""]","[""Low cholesterol"", ""Low sugar""]","[""Cooking more meals at home"", ""Intermittent fasting""]",Once a week,"[""Hiking"", ""Running"", ""Cycling""]","[""Have herbal tea""]","[""Caffeine"", ""Browsing on my cell phone / tablet"", ""Watching TV"", ""Checking emails""]"
1963,6443281165.0,Female,25-34,High,"[""I live alone""]",5+,"[""Eat healthily""]","[""To support my family""]","[""Keto""]","[""Checking / reading the ingredients in food / drink products""]",Few times a month,"[""Running"", ""Walking""]","[""Have herbal tea""]","[""Caffeine""]"
1966,6911217135.0,Male,18-24,Medium,"[""Parents""]",3,"[""Drink lots of water / fluids""]","[""To support my family""]","[""Organic""]","[""Eating out at places that have healthy options available""]",Once a week,"[""Weights""]","[""Have a malted milk drink""]","[""Heavy meal""]"
1970,2728537805.0,Female,45+,High,"[""I live alone""]",1,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Make sure I get enough sleep""]","[""To lose / manage my weight"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Flexitarian: eat meat but control the amount eaten""]","[""Watching the size of my portions"", ""Snacking less often"", ""Eating dessert less often""]",Once a week,"[""Hiking"", ""Swimming"", ""Strength training""]","[""No, none of these""]","[""No, none of these""]"
1971,642250641.0,Male,25-34,Medium,"[""Parents""]",4,"[""Exercise regularly""]","[""Have more energy"", ""To lose / manage my weight""]","[""Vegan: eat no meat, fish, or dairy""]","[""Cooking more meals at home""]",3+ times a week,"[""Walking"", ""Weights""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol"", ""Watching TV""]"
1973,3697263480.0,Female,45+,Medium,"[""Children over 18 years old""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Take vitamin / other supplements"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To support my family"", ""To make the most out of/enjoy life"", ""To lose / manage my weight""]","[""Low sugar""]","[""Checking / reading the ingredients in food / drink products"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Doing a cleanse"", ""Counting / tracking calories"", ""Shopping at places that have a wide selection of healthy options"", ""Snacking less often"", ""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate""]",Few times a month,"[""Hiking""]","[""Have herbal tea""]","[""Heavy meal"", ""Alcohol"", ""Checking emails""]"
1978,6162061827.0,Female,25-34,High,"[""Parents""]",5+,"[""Taking time to relax"", ""Meditation / positive mindset methods""]","[""To make the most out of/enjoy life"", ""Prevent health conditions in later life""]","[""High protein"", ""Low calorie"", ""Vegan: eat no meat, fish, or dairy""]","[""Snacking less often"", ""Eating dessert less often"", ""Cooking more meals at home""]",Few times a month,"[""Running""]","[""Have herbal tea"", ""Have warm milk""]","[""Heavy meal"", ""Browsing on my cell phone / tablet""]"
1979,6457845240.0,Female,45+,Medium,"[""Partner / spouse""]",3,"[""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax""]","[""To live longer"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Eating out / ordering takeout less frequently"", ""Cooking more meals at home"", ""Eating dessert less often"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Cycling"", ""Yoga/Pilates"", ""Walking"", ""Aerobics"", ""Running""]","[""Meditate""]","[""Caffeine"", ""Alcohol""]"
1983,629760846.0,Male,45+,Medium,"[""Partner / spouse"", ""Parents""]",2,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Stress control methods"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Taking time to relax""]","[""Feeling good about myself"", ""To improve brain function/ memory"", ""To lose / manage my weight""]","[""Low cholesterol"", ""Low salt"", ""Low sugar""]","[""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Eating dessert less often"", ""Eating out / ordering takeout less frequently"", ""Intermittent fasting""]",Once a week,"[""Other"", ""Walking"", ""Weights""]","[""Take sleeping tablets""]","[""Watching TV"", ""Checking emails"", ""Browsing on my mobile  phone / tablet"", ""Caffeine"", ""Alcohol""]"
1985,5865652380.0,Female,18-24,High,"[""Partner / spouse""]",2,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Stress control methods"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Taking time to relax""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""Specific event (e.g. holiday, wedding)""]","[""None of the above""]","[""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Snacking less often"", ""Shopping at places that have a wide selection of healthy options"", ""Eating out / ordering takeout less frequently"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Cycling"", ""Yoga/Pilates"", ""Walking"", ""Aerobics"", ""Spinning"", ""Weights"", ""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Running""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
1986,4843335834.0,Male,18-24,Medium,"[""Partner / spouse""]",2,"[""Take vitamin / other supplements"", ""Stay hydrated"", ""Make sure I get enough sleep"", ""Meditation / positive mindset methods""]","[""Feeling good about myself"", ""To improve my sleep"", ""Prevent health conditions in later life""]","[""None of the above""]","[""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Eating out / ordering takeout less frequently""]",Twice a week,"[""Hiking"", ""Strength training""]","[""Take herbal supplements"", ""Have herbal tea""]","[""Checking emails""]"
1988,27408213994.0,Male,35-44,Medium,"[""Partner / spouse""]",3,"[""Meditation / positive mindset methods""]","[""Have more energy""]","[""None of the above""]","[""Other""]",Less often,,"[""No, none of these""]","[""Watching TV""]"
1994,26521615766.0,Female,35-44,Low,"[""Partner / spouse""]",3,"[""Eat healthily"", ""Exercise regularly""]","[""To lose / manage my weight"", ""Prevent health conditions in later life""]","[""None of the above""]","[""Making an effort to find healthy recipes""]",Never,,"[""Other""]","[""Heavy meal""]"
2000,5357855254.0,Male,35-44,High,"[""Children under 18 years old""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Taking time to relax""]","[""To live longer"", ""Feeling good about myself"", ""To set a good example for my family""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Keto"", ""Low salt""]","[""Checking nutritional value of the food / drink I purchase""]",Twice a week,"[""Strength training"", ""Swimming"", ""Weights""]","[""Have warm milk""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
2001,4672206675.0,Other,25-34,Medium,"[""Partner / spouse""]",2,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax""]","[""To make the most out of/enjoy life"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Flexitarian: eat meat but control the amount eaten""]","[""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Eating dessert less often"", ""Eating out / ordering takeout less frequently"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Hiking"", ""Walking"", ""Cycling""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
2007,6203732370.0,Male,18-24,High,"[""Other family members"", ""Parents""]",4,"[""Eat healthily"", ""Exercise regularly"", ""Stay hydrated""]","[""Have more energy"", ""To make the most of treats / indulgent moments""]","[""Low sugar""]","[""Checking nutritional value of the food / drink I purchase"", ""Shopping at places that have a wide selection of healthy options"", ""Snacking less often"", ""Eating out / ordering takeout less frequently""]",3+ times a week,"[""Walking"", ""Running""]","[""No, none of these""]","[""No, none of these""]"
2011,2737561246.0,Female,45+,High,"[""Parents""]",2,"[""Drink lots of water / fluids""]","[""Prevent health conditions in later life""]","[""None of the above""]","[""Snacking less often"", ""Watching the size of my portions""]",Never,,"[""No, none of these""]","[""Heavy meal"", ""Alcohol"", ""Watching TV""]"
2013,6697148146.0,Female,18-24,Medium,"[""I live alone""]",1,"[""Make sure I get enough sleep""]","[""Have more energy"", ""To manage a health / medical condition""]","[""None of the above""]","[""Watching the size of my portions""]",Never,,"[""No, none of these""]","[""No, none of these""]"
2014,334267941.0,Male,25-34,Medium,"[""Partner / spouse""]",5+,"[""Eat healthily"", ""Drink lots of water / fluids"", ""Exercise regularly""]","[""Prevent health conditions in later life"", ""To support my family"", ""To set a good example for my family""]","[""High protein"", ""Low calorie"", ""Low cholesterol"", ""Low sugar""]","[""Cooking more meals at home"", ""Doing a cleanse"", ""Watching the size of my portions""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Running"", ""Walking"", ""Aerobics""]","[""No, none of these""]","[""No, none of these""]"
2018,2787467928.0,Female,35-44,High,"[""I live alone""]",4,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids""]","[""To live longer"", ""To improve brain function/ memory"", ""To set a good example for my family""]","[""Specific diet - specify""]","[""Cooking more meals at home""]",Few times a month,"[""Walking""]","[""No, none of these""]","[""Heavy meal""]"
2029,2938492980.0,Female,35-44,Low,"[""Children under 18 years old"", ""Partner / spouse""]",5+,"[""Eat healthily"", ""Exercise regularly""]","[""To live longer"", ""To support my family"", ""Have more energy""]","[""Low calorie"", ""Low cholesterol"", ""Low salt""]","[""Watching the size of my portions""]",3+ times a week,"[""Swimming"", ""Walking""]","[""No, none of these""]","[""Heavy meal""]"
2032,5016688653.0,Male,35-44,Low,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids""]","[""To improve brain function/ memory"", ""Have more energy"", ""To set a good example for my family""]","[""None of the above""]","[""Cooking more meals at home"", ""Eating out / ordering takeout less frequently"", ""Making an effort to find healthy recipes""]",Less often,,"[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Caffeine"", ""Alcohol""]"
2043,1549071348.0,Male,35-44,High,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To improve my sleep"", ""To set a good example for my family""]","[""Low sugar"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low salt""]","[""None of the above""]",3+ times a week,"[""Weights""]","[""No, none of these""]","[""No, none of these""]"
2057,684610409.0,Male,25-34,High,"[""Friends / Roommates""]",4,"[""Stress control methods""]","[""Have more energy"", ""To improve my sleep"", ""I feel pressured because everyone else is doing it""]","[""None of the above""]","[""Eating out / ordering takeout less frequently""]",3+ times a week,"[""Hiking""]","[""No, none of these""]","[""No, none of these""]"
2058,7835387769.0,Male,25-34,Low,"[""I live alone""]",1,"[""Meditation / positive mindset methods""]","[""Feeling good about myself""]","[""None of the above""]","[""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Snacking less often"", ""Making an effort to find healthy recipes""]",Few times a month,"[""Running""]","[""Have a bath""]","[""Heavy meal""]"
2059,3420832888.0,Male,18-24,High,"[""Other family members"", ""Partner / spouse"", ""Parents""]",5+,"[""Eat healthily"", ""Taking time to relax""]","[""To support my family"", ""To make the most out of/enjoy life""]","[""Low sugar"", ""Low salt""]","[""Checking / reading the ingredients in food / drink products""]",3+ times a week,"[""Yoga/Pilates"", ""Walking""]","[""Meditate""]","[""Watching TV""]"
2062,1654585662.0,Male,35-44,High,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To set a good example for my family"", ""To live longer"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products"", ""Cooking more meals at home""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Running"", ""Weights""]","[""Have herbal tea""]","[""Heavy meal"", ""Checking emails"", ""Browsing on my cell phone / tablet"", ""Caffeine"", ""Alcohol""]"
2064,6311022501.0,Female,25-34,Medium,"[""Partner / spouse""]",4,"[""Eat healthily""]","[""To support my family"", ""To improve brain function/ memory"", ""To make the most of treats / indulgent moments""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Eating out at places that have healthy options available""]",Twice a week,"[""Aerobics""]","[""Have a bath""]","[""Watching TV""]"
2069,1236985270.0,Female,45+,Low,"[""Children under 18 years old"", ""Partner / spouse""]",,"[""Drink lots of water / fluids"", ""Exercise regularly"", ""Take vitamin / other supplements""]","[""To live longer"", ""Have more energy"", ""To lose / manage my weight""]","[""Low sugar"", ""Low calorie"", ""Low salt""]","[""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Walking""]","[""Have a bath""]","[""Caffeine"", ""Alcohol""]"
2070,7208759250.0,Male,35-44,High,"[""Parents""]",3,"[""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To lose / manage my weight"", ""To manage a health / medical condition"", ""To set a good example for my family""]","[""Halal""]","[""Cooking more meals at home""]",Once a week,"[""Running"", ""Weights"", ""Walking""]","[""No, none of these""]","[""Watching TV""]"
2071,6451475362.0,Male,18-24,Medium,"[""Parents""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Have more energy"", ""To improve my sleep"", ""To set a good example for my family""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Organic""]","[""Snacking less often"", ""Eating out / ordering takeout less frequently"", ""Watching the size of my portions""]",Less often,,"[""Meditate""]","[""Caffeine"", ""Alcohol"", ""Checking emails""]"
2074,3362479816.0,Female,45+,High,"[""Children under 18 years old"", ""Children over 18 years old"", ""Partner / spouse""]",4,"[""Eat healthily"", ""Taking time to relax""]","[""Feeling good about myself"", ""To lose / manage my weight"", ""To set a good example for my family""]","[""Dairy free""]","[""Making an effort to find healthy recipes"", ""Eating out at places that have healthy options available"", ""Watching the size of my portions"", ""Snacking less often"", ""Cooking more meals at home"", ""Filling half my plate with vegetables""]",Twice a week,"[""Walking""]","[""No, none of these""]","[""No, none of these""]"
2075,2370000000000.0,Male,25-34,Low,"[""Children under 18 years old""]",4,"[""Eat healthily""]","[""Prevent health conditions in later life""]","[""None of the above""]","[""Making an effort to find healthy recipes""]",Less often,,"[""Other""]","[""Caffeine"", ""Browsing on my cell phone / tablet"", ""Alcohol""]"
2076,478752432.0,Female,18-24,Medium,"[""Parents""]",5+,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Stress control methods""]","[""To live longer"", ""To support my family"", ""To lose / manage my weight""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products""]",Once a week,"[""Walking"", ""Spinning""]","[""Have herbal tea""]","[""Alcohol""]"
2077,6837982800.0,Male,18-24,Medium,"[""Parents""]",5+,"[""Taking time to relax""]","[""To support my family""]","[""Halal""]","[""Making an effort to find healthy recipes""]",3+ times a week,"[""Other""]","[""Have warm milk""]","[""Caffeine"", ""Alcohol""]"
2078,5355095340.0,Male,25-34,Medium,"[""Parents""]",5+,"[""Make sure I get enough sleep"", ""Take vitamin / other supplements""]","[""Have more energy"", ""To lose / manage my weight"", ""To manage a health / medical condition""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Making an effort to find healthy recipes"", ""Watching the size of my portions""]",Twice a week,"[""Running""]","[""Take herbal supplements"", ""Have a bath"", ""Have warm milk""]","[""Heavy meal"", ""Watching TV"", ""Browsing on my cell phone / tablet"", ""Caffeine"", ""Alcohol""]"
2080,771839651.0,Female,25-34,Low,"[""Children under 18 years old""]",3,"[""Eat healthily"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep""]","[""To live longer"", ""To support my family"", ""To manage a health / medical condition""]","[""High protein"", ""Low sugar""]","[""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Making an effort to find healthy recipes""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Swimming"", ""Weights"", ""Walking""]","[""Have a bath"", ""Remove screens from bedrooms e.g. TV, cell phone""]","[""No, none of these""]"
2085,2330000000000.0,Male,45+,Medium,"[""Children over 18 years old""]",4,"[""Eat healthily""]","[""To support my family""]","[""None of the above""]","[""Making an effort to find healthy recipes""]",Less often,,"[""No, none of these""]","[""Heavy meal"", ""Watching TV"", ""Checking emails"", ""Caffeine"", ""Alcohol""]"
2100,5499650860.0,Female,35-44,High,"[""Partner / spouse""]",4,"[""Drink lots of water / fluids"", ""Exercise regularly"", ""Stress control methods"", ""Eat healthily"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To improve brain function/ memory"", ""To improve my sleep""]","[""High protein"", ""Low calorie"", ""Low / zero carb""]","[""Watching the size of my portions""]",3+ times a week,"[""Cycling"", ""Walking"", ""Weights"", ""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Running""]","[""No, none of these""]","[""Heavy meal""]"
2101,11387630.0,Male,35-44,Medium,"[""Partner / spouse""]",2,"[""Eat healthily""]","[""To live longer"", ""To make the most out of/enjoy life"", ""Prevent health conditions in later life""]","[""None of the above""]","[""Cooking more meals at home"", ""Doing a cleanse"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Walking""]","[""No, none of these""]","[""No, none of these""]"
2103,6204349965.0,Female,35-44,High,"[""Children over 18 years old"", ""Partner / spouse""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To support my family"", ""Have more energy"", ""To lose / manage my weight""]","[""None of the above""]","[""Making an effort to find healthy recipes"", ""Watching the size of my portions"", ""Counting / tracking calories"", ""Snacking less often"", ""Cooking more meals at home"", ""Eating dessert less often"", ""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Swimming"", ""Circuit training/ HIIT"", ""Walking"", ""Aerobics"", ""Weights"", ""Cardio / Aerobics / Water aerobics"", ""Running""]","[""Have herbal tea""]","[""Caffeine"", ""Browsing on my mobile  phone / tablet"", ""Checking emails""]"
2105,6162495646.0,Male,35-44,High,"[""Parents""]",4,"[""Eat healthily"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Make sure I get enough sleep""]","[""To set a good example for my family"", ""To support my family"", ""Prevent health conditions in later life""]","[""Flexitarian: eat meat but control the amount eaten"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Eating out at places that have healthy options available"", ""Cooking more meals at home"", ""Eating out / ordering takeout less frequently"", ""Shopping at places that have a wide selection of healthy options""]",Once a week,"[""Other""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
2109,678897186.0,Male,18-24,High,"[""Children under 18 years old"", ""Parents""]",5+,"[""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To manage a health / medical condition"", ""Prevent health conditions in later life"", ""I feel pressured because everyone else is doing it""]","[""High protein"", ""Specific diet - specify"", ""Low cholesterol"", ""Low sugar""]","[""Eating out / ordering takeout less frequently"", ""Cooking more meals at home"", ""Shopping at places that have a wide selection of healthy options""]",3+ times a week,"[""Cycling"", ""Strength training"", ""Running"", ""Aerobics""]","[""Remove screens from bedrooms e.g. TV, cell phone"", ""Have warm milk""]","[""Heavy meal"", ""Watching TV"", ""Browsing on my cell phone / tablet"", ""Caffeine"", ""Alcohol""]"
2123,233423168.0,Female,35-44,Low,"[""Partner / spouse""]",2,"[""Eat healthily"", ""Taking time to relax"", ""Exercise regularly"", ""Stay hydrated""]","[""Feeling good about myself"", ""To lose / manage my weight""]","[""None of the above""]","[""Eating out / ordering takeout less frequently""]",Once a week,"[""Cardio / Aerobics / Water aerobics"", ""Hiking""]","[""Have a bath""]","[""No, none of these""]"
2127,2100000000000.0,Female,45+,High,"[""Partner / spouse""]",2,"[""Eat healthily"", ""Meditation / positive mindset methods""]","[""Specific event (e.g. holiday, wedding)"", ""To make the most out of/enjoy life"", ""To improve my sleep""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Keto""]","[""Making an effort to find healthy recipes"", ""Eating dessert less often""]",Never,,"[""No, none of these""]","[""No, none of these""]"
2132,2370000000000.0,Male,25-34,Low,"[""I live alone""]",2,"[""Eat healthily""]","[""Other""]","[""None of the above""]","[""Making an effort to find healthy recipes""]",Once a week,"[""Other""]","[""No, none of these""]","[""Watching TV""]"
